  1.0532805893967675e+001  1.7255100482905024e+000 -1.5416515531972477e+000  1.3450508192955566e+000 -9.9225888853238264e-001  6.8998350815403997e-001 -3.0096994262440613e-001  3.8927411108427401e-002  2.4688003781301135e-001 -3.5412856681174504e-001  4.6173771770396227e-001 -3.8725370423555378e-001  3.3926126051069311e-001 -1.4913864147490977e-001  4.3130799104383666e-002  1.5000813969991802e-001 -2.0408056916338346e-001  3.0966052899154473e-001 -2.5311959989401583e-001  2.5148290483862895e-001 -1.0383363490273981e-001  4.7759534470118686e-002  1.1636945057133385e-001 -1.4447435020094201e-001  2.4995016294529171e-001 -1.9482877360840295e-001  2.1525906321671495e-001 -8.2424854915155568e-002  5.3004909056222016e-002  1.0059606380907128e-001 -1.1212502480716202e-001  2.2102541935055686e-001 -1.6306260966436645e-001  1.9886439256707733e-001 -7.0366009275097591e-002  5.9118696352506189e-002  9.2733813871704415e-002 -9.1632735622527051e-002
  1.6721355658388162e+000  1.0532805893967675e+001  1.7255100482905024e+000 -1.5416515531972477e+000  1.3450508192955566e+000 -9.9225888853238264e-001  6.8998350815403997e-001 -3.0096994262440613e-001  3.8927411108427401e-002  2.4688003781301135e-001 -3.5412856681174504e-001  4.6173771770396227e-001 -3.8725370423555378e-001  3.3926126051069311e-001 -1.4913864147490977e-001  4.3130799104383666e-002  1.5000813969991802e-001 -2.0408056916338346e-001  3.0966052899154473e-001 -2.5311959989401583e-001  2.5148290483862895e-001 -1.0383363490273981e-001  4.7759534470118686e-002  1.1636945057133385e-001 -1.4447435020094201e-001  2.4995016294529171e-001 -1.9482877360840295e-001  2.1525906321671495e-001 -8.2424854915155568e-002  5.3004909056222016e-002  1.0059606380907128e-001 -1.1212502480716202e-001  2.2102541935055686e-001 -1.6306260966436645e-001  1.9886439256707733e-001 -7.0366009275097591e-002  5.9118696352506189e-002  9.2733813871704415e-002
 -1.4477071706428357e+000  1.6721355658388162e+000  1.0532805893967675e+001  1.7255100482905024e+000 -1.5416515531972477e+000  1.3450508192955566e+000 -9.9225888853238264e-001  6.8998350815403997e-001 -3.0096994262440613e-001  3.8927411108427401e-002  2.4688003781301135e-001 -3.5412856681174504e-001  4.6173771770396227e-001 -3.8725370423555378e-001  3.3926126051069311e-001 -1.4913864147490977e-001  4.3130799104383666e-002  1.5000813969991802e-001 -2.0408056916338346e-001  3.0966052899154473e-001 -2.5311959989401583e-001  2.5148290483862895e-001 -1.0383363490273981e-001  4.7759534470118686e-002  1.1636945057133385e-001 -1.4447435020094201e-001  2.4995016294529171e-001 -1.9482877360840295e-001  2.1525906321671495e-001 -8.2424854915155568e-002  5.3004909056222016e-002  1.0059606380907128e-001 -1.1212502480716202e-001  2.2102541935055686e-001 -1.6306260966436645e-001  1.9886439256707733e-001 -7.0366009275097591e-002  5.9118696352506189e-002
  1.2239020761000621e+000 -1.4477071706428357e+000  1.6721355658388162e+000  1.0532805893967675e+001  1.7255100482905024e+000 -1.5416515531972477e+000  1.3450508192955566e+000 -9.9225888853238264e-001  6.8998350815403997e-001 -3.0096994262440613e-001  3.8927411108427401e-002  2.4688003781301135e-001 -3.5412856681174504e-001  4.6173771770396227e-001 -3.8725370423555378e-001  3.3926126051069311e-001 -1.4913864147490977e-001  4.3130799104383666e-002  1.5000813969991802e-001 -2.0408056916338346e-001  3.0966052899154473e-001 -2.5311959989401583e-001  2.5148290483862895e-001 -1.0383363490273981e-001  4.7759534470118686e-002  1.1636945057133385e-001 -1.4447435020094201e-001  2.4995016294529171e-001 -1.9482877360840295e-001  2.1525906321671495e-001 -8.2424854915155568e-002  5.3004909056222016e-002  1.0059606380907128e-001 -1.1212502480716202e-001  2.2102541935055686e-001 -1.6306260966436645e-001  1.9886439256707733e-001 -7.0366009275097591e-002
 -8.7479388456778229e-001  1.2239020761000621e+000 -1.4477071706428357e+000  1.6721355658388162e+000  1.0532805893967675e+001  1.7255100482905024e+000 -1.5416515531972477e+000  1.3450508192955566e+000 -9.9225888853238264e-001  6.8998350815403997e-001 -3.0096994262440613e-001  3.8927411108427401e-002  2.4688003781301135e-001 -3.5412856681174504e-001  4.6173771770396227e-001 -3.8725370423555378e-001  3.3926126051069311e-001 -1.4913864147490977e-001  4.3130799104383666e-002  1.5000813969991802e-001 -2.0408056916338346e-001  3.0966052899154473e-001 -2.5311959989401583e-001  2.5148290483862895e-001 -1.0383363490273981e-001  4.7759534470118686e-002  1.1636945057133385e-001 -1.4447435020094201e-001  2.4995016294529171e-001 -1.9482877360840295e-001  2.1525906321671495e-001 -8.2424854915155568e-002  5.3004909056222016e-002  1.0059606380907128e-001 -1.1212502480716202e-001  2.2102541935055686e-001 -1.6306260966436645e-001  1.9886439256707733e-001
  5.8930158760268936e-001 -8.7479388456778229e-001  1.2239020761000621e+000 -1.4477071706428357e+000  1.6721355658388162e+000  1.0532805893967675e+001  1.7255100482905024e+000 -1.5416515531972477e+000  1.3450508192955566e+000 -9.9225888853238264e-001  6.8998350815403997e-001 -3.0096994262440613e-001  3.8927411108427401e-002  2.4688003781301135e-001 -3.5412856681174504e-001  4.6173771770396227e-001 -3.8725370423555378e-001  3.3926126051069311e-001 -1.4913864147490977e-001  4.3130799104383666e-002  1.5000813969991802e-001 -2.0408056916338346e-001  3.0966052899154473e-001 -2.5311959989401583e-001  2.5148290483862895e-001 -1.0383363490273981e-001  4.7759534470118686e-002  1.1636945057133385e-001 -1.4447435020094201e-001  2.4995016294529171e-001 -1.9482877360840295e-001  2.1525906321671495e-001 -8.2424854915155568e-002  5.3004909056222016e-002  1.0059606380907128e-001 -1.1212502480716202e-001  2.2102541935055686e-001 -1.6306260966436645e-001
 -2.4898399011411659e-001  5.8930158760268936e-001 -8.7479388456778229e-001  1.2239020761000621e+000 -1.4477071706428357e+000  1.6721355658388162e+000  1.0532805893967675e+001  1.7255100482905024e+000 -1.5416515531972477e+000  1.3450508192955566e+000 -9.9225888853238264e-001  6.8998350815403997e-001 -3.0096994262440613e-001  3.8927411108427401e-002  2.4688003781301135e-001 -3.5412856681174504e-001  4.6173771770396227e-001 -3.8725370423555378e-001  3.3926126051069311e-001 -1.4913864147490977e-001  4.3130799104383666e-002  1.5000813969991802e-001 -2.0408056916338346e-001  3.0966052899154473e-001 -2.5311959989401583e-001  2.5148290483862895e-001 -1.0383363490273981e-001  4.7759534470118686e-002  1.1636945057133385e-001 -1.4447435020094201e-001  2.4995016294529171e-001 -1.9482877360840295e-001  2.1525906321671495e-001 -8.2424854915155568e-002  5.3004909056222016e-002  1.0059606380907128e-001 -1.1212502480716202e-001  2.2102541935055686e-001
  3.1186737083596643e-002 -2.4898399011411659e-001  5.8930158760268936e-001 -8.7479388456778229e-001  1.2239020761000621e+000 -1.4477071706428357e+000  1.6721355658388162e+000  1.0532805893967675e+001  1.7255100482905024e+000 -1.5416515531972477e+000  1.3450508192955566e+000 -9.9225888853238264e-001  6.8998350815403997e-001 -3.0096994262440613e-001  3.8927411108427401e-002  2.4688003781301135e-001 -3.5412856681174504e-001  4.6173771770396227e-001 -3.8725370423555378e-001  3.3926126051069311e-001 -1.4913864147490977e-001  4.3130799104383666e-002  1.5000813969991802e-001 -2.0408056916338346e-001  3.0966052899154473e-001 -2.5311959989401583e-001  2.5148290483862895e-001 -1.0383363490273981e-001  4.7759534470118686e-002  1.1636945057133385e-001 -1.4447435020094201e-001  2.4995016294529171e-001 -1.9482877360840295e-001  2.1525906321671495e-001 -8.2424854915155568e-002  5.3004909056222016e-002  1.0059606380907128e-001 -1.1212502480716202e-001
  1.9149978701870654e-001  3.1186737083596643e-002 -2.4898399011411659e-001  5.8930158760268936e-001 -8.7479388456778229e-001  1.2239020761000621e+000 -1.4477071706428357e+000  1.6721355658388162e+000  1.0532805893967675e+001  1.7255100482905024e+000 -1.5416515531972477e+000  1.3450508192955566e+000 -9.9225888853238264e-001  6.8998350815403997e-001 -3.0096994262440613e-001  3.8927411108427401e-002  2.4688003781301135e-001 -3.5412856681174504e-001  4.6173771770396227e-001 -3.8725370423555378e-001  3.3926126051069311e-001 -1.4913864147490977e-001  4.3130799104383666e-002  1.5000813969991802e-001 -2.0408056916338346e-001  3.0966052899154473e-001 -2.5311959989401583e-001  2.5148290483862895e-001 -1.0383363490273981e-001  4.7759534470118686e-002  1.1636945057133385e-001 -1.4447435020094201e-001  2.4995016294529171e-001 -1.9482877360840295e-001  2.1525906321671495e-001 -8.2424854915155568e-002  5.3004909056222016e-002  1.0059606380907128e-001
 -2.6588724895848764e-001  1.9149978701870654e-001  3.1186737083596643e-002 -2.4898399011411659e-001  5.8930158760268936e-001 -8.7479388456778229e-001  1.2239020761000621e+000 -1.4477071706428357e+000  1.6721355658388162e+000  1.0532805893967675e+001  1.7255100482905024e+000 -1.5416515531972477e+000  1.3450508192955566e+000 -9.9225888853238264e-001  6.8998350815403997e-001 -3.0096994262440613e-001  3.8927411108427401e-002  2.4688003781301135e-001 -3.5412856681174504e-001  4.6173771770396227e-001 -3.8725370423555378e-001  3.3926126051069311e-001 -1.4913864147490977e-001  4.3130799104383666e-002  1.5000813969991802e-001 -2.0408056916338346e-001  3.0966052899154473e-001 -2.5311959989401583e-001  2.5148290483862895e-001 -1.0383363490273981e-001  4.7759534470118686e-002  1.1636945057133385e-001 -1.4447435020094201e-001  2.4995016294529171e-001 -1.9482877360840295e-001  2.1525906321671495e-001 -8.2424854915155568e-002  5.3004909056222016e-002
